Plate Number,Entry Time,Exit Time,Location
CLSCY2865,2025-11-06 23:09:54,2025-11-06 23:09:54,video_20250911_175612
2SCY2665,2025-11-06 23:09:54,2025-11-06 23:09:55,video_20250911_175612
CLSCY4669,2025-11-06 23:09:55,2025-11-06 23:09:55,video_20250911_175612
EHSOY2665,2025-11-06 23:09:56,2025-11-06 23:09:56,video_20250911_175612
CLSTY4665,2025-11-06 23:09:56,2025-11-06 23:09:56,video_20250911_175612
LCSTYA863,2025-11-06 23:09:57,2025-11-06 23:09:57,video_20250911_175612
PR5252VA665,2025-11-06 23:09:57,2025-11-06 23:09:57,video_20250911_175612
F57155,2025-11-06 23:09:59,2025-11-06 23:09:59,video_20250911_175612
XE9IOF,2025-11-06 23:09:59,2025-11-06 23:09:59,video_20250911_175612
POOETY253,2025-11-06 23:09:59,2025-11-06 23:09:59,video_20250911_175612
2SCYAGES,2025-11-06 23:10:00,2025-11-06 23:10:00,video_20250911_175612
AE24689,2025-11-06 23:10:02,2025-11-06 23:10:02,video_20250911_175612
222LFELL,2025-11-06 23:10:02,2025-11-06 23:10:02,video_20250911_175612
2SCCE6G,2025-11-06 23:10:05,2025-11-06 23:10:05,video_20250911_175612
COES669,2025-11-06 23:10:06,2025-11-06 23:10:06,video_20250911_175612
X8910J,2025-11-06 23:10:06,2025-11-06 23:10:06,video_20250911_175612
FISTY4665,2025-11-06 23:10:07,2025-11-06 23:10:07,video_20250911_175612
XE3I70,2025-11-06 23:10:13,2025-11-06 23:10:13,video_20250911_175612
UMC58AU,2025-11-06 23:10:17,2025-11-06 23:10:17,video_20250911_175612
LUPISCCOL8S,2025-11-06 23:10:34,2025-11-06 23:10:34,video_20250911_175612
UP1SCC0485,2025-11-06 23:10:36,2025-11-06 23:10:36,video_20250911_175612
UPISCCOL85,2025-11-06 23:10:37,2025-11-06 23:10:37,video_20250911_175612
LUP1SCCO285,2025-11-06 23:10:37,2025-11-06 23:10:37,video_20250911_175612
UPISCCOZ85,2025-11-06 23:10:38,2025-11-06 23:10:41,video_20250911_175612
UP15C0485,2025-11-06 23:10:38,2025-11-06 23:10:38,video_20250911_175612
WIPSC0485,2025-11-06 23:10:39,2025-11-06 23:10:39,video_20250911_175612
UPTSCC0485,2025-11-06 23:10:39,2025-11-06 23:10:39,video_20250911_175612
UP15000485,2025-11-06 23:10:40,2025-11-06 23:10:40,video_20250911_175612
UP15CCOZ85,2025-11-06 23:10:41,2025-11-06 23:10:41,video_20250911_175612
UPISCCO48S,2025-11-06 23:10:42,2025-11-06 23:10:42,video_20250911_175612
LUPISC0485,2025-11-06 23:10:42,2025-11-06 23:10:42,video_20250911_175612
UPTSC0285,2025-11-06 23:10:42,2025-11-06 23:10:42,video_20250911_175612
UPISCCO4ES,2025-11-06 23:10:43,2025-11-06 23:10:43,video_20250911_175612
UPISC0285,2025-11-06 23:10:43,2025-11-06 23:10:43,video_20250911_175612
LUPISCCAZ85,2025-11-06 23:10:44,2025-11-06 23:10:44,video_20250911_175612
UPTS5C0285,2025-11-06 23:10:44,2025-11-06 23:10:44,video_20250911_175612
UPI5CCO285,2025-11-06 23:10:44,2025-11-06 23:10:44,video_20250911_175612
UPI5CC0485,2025-11-06 23:10:45,2025-11-06 23:10:45,video_20250911_175612
OS7SOE,2025-11-06 23:11:07,2025-11-06 23:11:07,video_20250911_175612
UPB2BTO471,2025-11-06 23:11:14,2025-11-06 23:11:20,video_20250911_175612
UP82BTO471,2025-11-06 23:11:15,2025-11-06 23:11:15,video_20250911_175612
UP82BTO477,2025-11-06 23:11:16,2025-11-06 23:11:16,video_20250911_175612
UP82BT0471,2025-11-06 23:11:16,2025-11-06 23:11:20,video_20250911_175612
UPR2BT0471,2025-11-06 23:11:17,2025-11-06 23:11:17,video_20250911_175612
EPB2BT0L7,2025-11-06 23:11:18,2025-11-06 23:11:18,video_20250911_175612
UPB2BT047,2025-11-06 23:11:19,2025-11-06 23:11:19,video_20250911_175612
UPB2BTO474,2025-11-06 23:11:19,2025-11-06 23:11:19,video_20250911_175612
UPB2BT0471,2025-11-06 23:11:19,2025-11-06 23:11:20,video_20250911_175612
UPB2BT0474,2025-11-06 23:11:20,2025-11-06 23:11:20,video_20250911_175612
UPB2BTOL71,2025-11-06 23:11:21,2025-11-06 23:11:21,video_20250911_175612
UPB2BTG47,2025-11-06 23:11:21,2025-11-06 23:11:21,video_20250911_175612
UPR2BTOL74,2025-11-06 23:11:21,2025-11-06 23:11:21,video_20250911_175612
UP14EB9031,2025-11-06 23:11:25,2025-11-06 23:11:26,video_20250911_175612
UP14EBSC31,2025-11-06 23:11:26,2025-11-06 23:11:26,video_20250911_175612
UP14EB3031,2025-11-06 23:11:27,2025-11-06 23:11:27,video_20250911_175612
UKIAE6789,2025-11-06 23:11:31,2025-11-06 23:11:40,video_20250911_175612
UE6789,2025-11-06 23:11:31,2025-11-06 23:11:31,video_20250911_175612
UCU6788,2025-11-06 23:11:31,2025-11-06 23:11:31,video_20250911_175612
K14E6789,2025-11-06 23:11:31,2025-11-06 23:11:32,video_20250911_175612
K1UE6789,2025-11-06 23:11:32,2025-11-06 23:11:32,video_20250911_175612
UKILE6789,2025-11-06 23:11:32,2025-11-06 23:11:32,video_20250911_175612
UKIGE6789,2025-11-06 23:11:33,2025-11-06 23:11:35,video_20250911_175612
UKI4E6789,2025-11-06 23:11:33,2025-11-06 23:11:40,video_20250911_175612
UK14E6789,2025-11-06 23:11:34,2025-11-06 23:11:43,video_20250911_175612
UK146789,2025-11-06 23:11:37,2025-11-06 23:11:38,video_20250911_175612
UK14E6799,2025-11-06 23:11:39,2025-11-06 23:11:39,video_20250911_175612
UNTEE6789,2025-11-06 23:11:40,2025-11-06 23:11:40,video_20250911_175612
UKTS6785,2025-11-06 23:11:41,2025-11-06 23:11:41,video_20250911_175612
UKTSE6789,2025-11-06 23:11:41,2025-11-06 23:11:41,video_20250911_175612
UPTZEBS2,2025-11-06 23:11:42,2025-11-06 23:11:42,video_20250911_175612
N255799,2025-11-06 23:11:44,2025-11-06 23:11:44,video_20250911_175612
HR3BAJO,2025-11-06 23:11:45,2025-11-06 23:11:45,video_20250911_175612
HR3BAJOAE,2025-11-06 23:11:46,2025-11-06 23:11:46,video_20250911_175612
HR3BAJ0161,2025-11-06 23:11:46,2025-11-06 23:12:01,video_20250911_175612
HR38AJ0161,2025-11-06 23:11:47,2025-11-06 23:11:50,video_20250911_175612
R3OML75,2025-11-06 23:11:48,2025-11-06 23:11:48,video_20250911_175612
SISKT561,2025-11-06 23:11:48,2025-11-06 23:11:48,video_20250911_175612
LURAEAJOI64,2025-11-06 23:11:49,2025-11-06 23:11:49,video_20250911_175612
HR38AJ161,2025-11-06 23:11:49,2025-11-06 23:11:49,video_20250911_175612
HR3GAJO161,2025-11-06 23:11:50,2025-11-06 23:11:50,video_20250911_175612
HP38K161,2025-11-06 23:11:51,2025-11-06 23:11:51,video_20250911_175612
HR3BAJO161,2025-11-06 23:11:52,2025-11-06 23:11:53,video_20250911_175612
HRIGAJO161,2025-11-06 23:11:53,2025-11-06 23:11:53,video_20250911_175612
HR3GA2161,2025-11-06 23:11:55,2025-11-06 23:11:55,video_20250911_175612
HR3BAJOI6I,2025-11-06 23:11:56,2025-11-06 23:11:56,video_20250911_175612
VAG7AAS,2025-11-06 23:11:56,2025-11-06 23:11:56,video_20250911_175612
HRIGAL2161,2025-11-06 23:11:56,2025-11-06 23:11:56,video_20250911_175612
HRIGAL5161,2025-11-06 23:11:58,2025-11-06 23:11:58,video_20250911_175612
HR3GALI61,2025-11-06 23:12:01,2025-11-06 23:12:01,video_20250911_175612
HRIBAJO161,2025-11-06 23:12:02,2025-11-06 23:12:02,video_20250911_175612
HRIGA2164,2025-11-06 23:12:02,2025-11-06 23:12:02,video_20250911_175612
P20261,2025-11-06 23:12:03,2025-11-06 23:12:03,video_20250911_175612
HRIBAJOI61,2025-11-06 23:12:04,2025-11-06 23:12:04,video_20250911_175612
HRIBAJOIG1,2025-11-06 23:12:05,2025-11-06 23:12:05,video_20250911_175612
HRIGAD1ET,2025-11-06 23:12:05,2025-11-06 23:12:05,video_20250911_175612
HR3IGAIC161,2025-11-06 23:12:08,2025-11-06 23:12:08,video_20250911_175612
WRIQAL2161,2025-11-06 23:12:09,2025-11-06 23:12:09,video_20250911_175612
HRIGA3161,2025-11-06 23:12:11,2025-11-06 23:12:11,video_20250911_175612
HR3GA3161,2025-11-06 23:12:12,2025-11-06 23:12:12,video_20250911_175612
RIGAO161,2025-11-06 23:12:12,2025-11-06 23:12:12,video_20250911_175612
HRIGAII16,2025-11-06 23:12:13,2025-11-06 23:12:13,video_20250911_175612
DL140276,2025-11-06 23:12:24,2025-11-06 23:12:24,video_20250911_175612
LIN2272,2025-11-06 23:12:24,2025-11-06 23:12:24,video_20250911_175612
DL14CJ8761,2025-11-06 23:12:27,2025-11-06 23:12:32,video_20250911_175612
UP15DI,2025-11-06 23:14:48,2025-11-06 23:14:48,video_20250911_175612
UP1SDKC,2025-11-06 23:14:48,2025-11-06 23:14:48,video_20250911_175612
UP15DK0123,2025-11-06 23:14:49,2025-11-06 23:15:05,video_20250911_175612
UP150K0123,2025-11-06 23:14:50,2025-11-06 23:15:05,video_20250911_175612
UP15D0K0123,2025-11-06 23:14:51,2025-11-06 23:14:51,video_20250911_175612
UP50K0123,2025-11-06 23:14:52,2025-11-06 23:14:52,video_20250911_175612
27OTLELORT,2025-11-06 23:14:53,2025-11-06 23:14:53,video_20250911_175612
UPECUSIZ3,2025-11-06 23:14:54,2025-11-06 23:14:54,video_20250911_175612
UP150K6123,2025-11-06 23:14:55,2025-11-06 23:14:55,video_20250911_175612
UP155K2Z3,2025-11-06 23:14:55,2025-11-06 23:14:55,video_20250911_175612
UPSS3KC23,2025-11-06 23:14:57,2025-11-06 23:14:57,video_20250911_175612
UPSETAL23,2025-11-06 23:15:00,2025-11-06 23:15:00,video_20250911_175612
LESSR2123,2025-11-06 23:15:01,2025-11-06 23:15:01,video_20250911_175612
UPS3K2123,2025-11-06 23:15:02,2025-11-06 23:15:02,video_20250911_175612
UPEDKC123,2025-11-06 23:15:02,2025-11-06 23:15:02,video_20250911_175612
LPEDKS123,2025-11-06 23:15:03,2025-11-06 23:15:03,video_20250911_175612
UPEDKI123,2025-11-06 23:15:03,2025-11-06 23:15:03,video_20250911_175612
UPSEDKI123,2025-11-06 23:15:03,2025-11-06 23:15:03,video_20250911_175612
UP715123,2025-11-06 23:15:04,2025-11-06 23:15:04,video_20250911_175612
UPTEGK123,2025-11-06 23:15:05,2025-11-06 23:15:05,video_20250911_175612
UP1SFT997,2025-11-06 23:15:09,2025-11-06 23:15:09,video_20250911_175612
UP1SFT9976,2025-11-06 23:15:10,2025-11-06 23:15:11,video_20250911_175612
JPISFT3976,2025-11-06 23:15:12,2025-11-06 23:15:12,video_20250911_175612
LDSEE2376,2025-11-06 23:15:12,2025-11-06 23:15:12,video_20250911_175612
OOOU6UM,2025-11-06 23:16:08,2025-11-06 23:16:08,video_20250911_175612
UPISEFS525,2025-11-06 18:19:19,2025-11-08 00:17:05,video_20250910_105621
UPISEFS525,2025-11-06 18:19:19,2025-11-08 00:17:05,video_20250910_105621
UPISEFS525,2025-11-06 18:19:19,2025-11-08 00:17:05,video_20250910_105621
